Galaxy,r_kpc,Vobs_kms,e_Vobs_kms,Vgas_kms,Vdisk_kms,Vbul_kms,SBdisk,SBbul,source_file,line_no,n_columns,D_Mpc,Inc_deg,L36_Lsun,MHI_Msun,Mbar_Msun,gas_fraction,Rdisk_kpc,SBdisk_Lsun_pc2,Vflat_kms,Q,Vbar2_kms2,Vbar_kms,Vobs2_kms2,C_kms2,g_obs_m_s2,g_bar_m_s2,D_DM,log_g_obs,log_g_bar,log_D_DM,valid_acceleration,g_rar_pred_m_s2,log_g_rar_pred,rar_residual_dex,baryon_only_residual_dex
UGC02953,26.44,279.0,1.87,31.05,203.93,70.11,1.69,0.0,UGC02953_rotmod.dat,91,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,25198.61342,158.7407112873065,77841.0,52642.38658,9.541055244691332e-11,3.088621198723557e-11,3.0890985429467333,-10.020403589488545,-10.510235352103813,0.48983176261526673,True,8.090673701302913e-11,-10.092015313668771,0.07161172418022588,0.4898317626152675
UGC02953,27.65,276.0,1.55,30.52,198.57,68.56,1.2,0.0,UGC02953_rotmod.dat,92,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,23936.82437,154.71530102093973,76176.0,52239.17563,8.92837624422112e-11,2.8055683426171126e-11,3.1823770280685735,-10.04922751673242,-10.551979147577176,0.5027516308447567,True,7.631242518684691e-11,-10.11740474447295,0.06817722774052903,0.5027516308447559
UGC02953,28.85,273.0,1.9,30.21,193.62,67.12,0.86,0.0,UGC02953_rotmod.dat,93,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,22810.562380000003,151.03166019083548,74529.0,51718.43762,8.37199444239165e-11,2.562356954651049e-11,3.267302171617919,-10.077171068632376,-10.591360370049255,0.5141893014168787,True,7.224731059854455e-11,-10.14117831485447,0.06400724622209353,0.514189301416879
UGC02953,30.05,271.0,1.12,30.0,189.02,65.76,0.61,0.0,UGC02953_rotmod.dat,94,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,21791.344520000002,147.61891653849787,73441.0,51649.65548,7.920335167922916e-11,2.3501144096360387e-11,3.3701913130048573,-10.101256439812085,-10.628910994637144,0.5276545548250589,True,6.859760953580376e-11,-10.163691018163485,0.062434578351400205,0.5276545548250589
UGC02953,31.25,270.0,1.41,30.73,184.73,64.49,0.43,0.0,UGC02953_rotmod.dat,95,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,20918.19142,144.63122560498476,72900.0,51981.80858,7.560089926415815e-11,2.169319728850202e-11,3.485004919225469,-10.121473038584258,-10.663676434042953,0.5422033954586964,True,6.540287998414453e-11,-10.184403127307489,0.06293008872323114,0.5422033954586958
UGC02953,32.34,268.0,1.76,31.88,181.07,63.39,0.32,0.0,UGC02953_rotmod.dat,96,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,20222.311319999997,142.20517332361715,71824.0,51601.68868000001,7.19745614363179e-11,2.0264702446058228e-11,3.551720615089415,-10.142820972734944,-10.693259768778134,0.5504387960431908,True,6.281565778080595e-11,-10.201932088106457,0.05911111537151292,0.5504387960431902
UGC02953,33.55,267.0,1.81,33.03,177.28,62.24,0.23,0.0,UGC02953_rotmod.dat,97,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,19516.75242,139.70237084602394,71289.0,51772.247579999996,6.886197161406837e-11,1.8852306122190517e-11,3.6527081179215997,-10.162020546997999,-10.7246355168172,0.562614969819202,True,6.019635674769447e-11,-10.220429792666634,0.058409245668634924,0.5626149698192009
UGC02953,34.75,266.0,2.18,33.45,173.75,61.15,0.16,0.0,UGC02953_rotmod.dat,98,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,18830.9595,137.22594324689484,70756.0,51925.0405,6.598692932487065e-11,1.7561721884306656e-11,3.7574293545690005,-10.180542080886138,-10.755432904819926,0.5748908239337889,True,5.774363499006269e-11,-10.238495880544727,0.05795379965858949,0.5748908239337887
UGC02953,35.95,265.0,3.01,33.24,170.44,60.13,0.12,0.0,UGC02953_rotmod.dat,99,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,18160.72623,134.7617387465745,70225.0,52064.27377,6.330562603650362e-11,1.6371322794840902e-11,3.866860780269578,-10.198557692067425,-10.785916228389492,0.587358536322069,True,5.5425296726318184e-11,-10.256291973156953,0.057734281089528494,0.5873585363220677
UGC02953,37.15,264.0,2.04,32.93,167.32,59.15,0.08,0.0,UGC02953_rotmod.dat,100,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,17531.481849999996,132.40650229501568,69696.0,52164.51815,6.079928757930403e-11,1.529358365888284e-11,3.975476836260709,-10.21610150957907,-10.815490736895287,0.599389227316216,True,5.327477381685862e-11,-10.273478385448556,0.05737687586948503,0.599389227316216
UGC02953,38.35,264.0,1.58,32.82,164.38,58.21,0.06,0.0,UGC02953_rotmod.dat,101,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,16959.42747,130.22836661035106,69696.0,52736.572530000005,5.889683268764393e-11,1.4331619636404133e-11,4.109572691842763,-10.229908059767476,-10.843704726601578,0.6137966668341017,True,5.1309329694352236e-11,-10.289803658935446,0.05989559916796949,0.6137966668341015
UGC02953,39.56,264.0,3.23,33.03,161.57,57.32,0.04,0.0,UGC02953_rotmod.dat,102,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,16443.32103,128.231513404467,69696.0,53252.67897,5.709538760291063e-11,1.3470468716812178e-11,4.238559830635381,-10.243398974407619,-10.870617292355446,0.6272183179478285,True,4.9509262780947096e-11,-10.305313540494417,0.06191456608679857,0.6272183179478272
UGC02953,40.76,264.0,2.94,33.76,158.94,56.47,0.03,0.0,UGC02953_rotmod.dat,103,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,16002.90203,126.50257716742374,69696.0,53693.09797,5.541446353216744e-11,1.2723717730576834e-11,4.355210065608333,-10.256376866816865,-10.895385974067398,0.6390091072505332,True,4.791422649011762e-11,-10.319535518551636,0.06315865173477064,0.6390091072505335
UGC02953,41.96,264.0,1.62,34.29,156.44,55.65,0.02,0.0,UGC02953_rotmod.dat,104,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,15580.386649999997,124.82141903535626,69696.0,54115.61335,5.382968383153348e-11,1.2033506762834954e-11,4.4733164564950005,-10.268978171003997,-10.919607793622914,0.6506296226189174,True,4.6409171887961964e-11,-10.333396180938806,0.0644180099348084,0.6506296226189168
UGC02953,43.16,264.0,2.15,34.29,154.06,54.87,0.02,0.0,UGC02953_rotmod.dat,105,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,15150.547729999998,123.08756123183203,69696.0,54545.45227,5.233302904474386e-11,1.1376177318610366e-11,4.600229723839827,-10.28122412749335,-10.94400364728468,0.6627795197913309,True,4.49458593647456e-11,-10.347310311447373,0.06608618395402388,0.6627795197913304
UGC02953,44.36,262.0,4.45,34.08,151.79,54.13,0.01,0.0,UGC02953_rotmod.dat,106,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,14732.588279999998,121.37787393095991,68644.0,53911.411720000004,5.014879475757868e-11,1.0763089940877993e-11,4.65933064139087,-10.29973950005977,-10.968063030563027,0.6683235305032565,True,4.355235894488031e-11,-10.360988317143125,0.06124881708335472,0.6683235305032564
UGC02953,45.57,260.0,7.43,34.39,149.61,53.4,0.01,0.0,UGC02953_rotmod.dat,107,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,14370.340150000002,119.87635358985526,67600.0,53229.65985,4.807475970297105e-11,1.0219684165106614e-11,4.704133603963438,-10.31808287786295,-10.990562525675953,0.6724796478130013,True,4.22921016390426e-11,-10.37374073274006,0.055657854877109614,0.6724796478130024
UGC02953,46.77,258.0,7.22,34.81,147.54,52.71,0.01,0.0,UGC02953_rotmod.dat,108,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,14040.60277,118.49304945860749,66564.0,52523.39723,4.612341941898112e-11,9.728991804218771e-12,4.740822106457185,-10.336078503204183,-11.011932162460388,0.6758536592562058,True,4.113212436190728e-11,-10.385818859787479,0.04974035658329612,0.6758536592562052
UGC02953,47.97,257.0,5.37,34.81,145.56,52.05,0.0,0.0,UGC02953_rotmod.dat,109,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,13702.03465,117.05569037855443,66049.0,52346.96535,4.462168673931851e-11,9.256883493218485e-12,4.8203789938598645,-10.350454017025447,-11.033535202250054,0.6830811852246069,True,3.999483527214671e-11,-10.397996087612702,0.047542070587255125,0.6830811852246068
UGC02953,49.17,258.0,5.43,34.6,143.67,51.41,0.0,0.0,UGC02953_rotmod.dat,110,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,13367.786119999997,115.61914253271384,66564.0,53196.21388,4.38721237792505e-11,8.810665935208022e-12,4.979433348384542,-10.35781134158584,-11.05499126513436,0.6971799235485211,True,3.8899271891263615e-11,-10.410058527634854,0.052247186049013905,0.6971799235485197
UGC02953,50.37,260.0,6.47,34.6,141.84,50.79,0.0,0.0,UGC02953_rotmod.dat,111,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,13062.189670000002,114.28993687109991,67600.0,54537.81033,4.349348421013283e-11,8.404144085235287e-12,5.175242567121594,-10.361575800138214,-11.075506510420512,0.7139307102822987,True,3.7882363766458986e-11,-10.421562929914243,0.05998712977602949,0.7139307102822983
UGC02953,51.58,263.0,5.75,34.6,140.1,50.2,0.0,0.0,UGC02953_rotmod.dat,112,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,12775.193,113.02739933308206,69169.0,56393.807,4.345898849778544e-11,8.026673302259522e-12,5.414321333540716,-10.361920386044542,-11.095464413105615,0.7335440270610738,True,3.692087137266361e-11,-10.432728057703716,0.07080767165917479,0.7335440270610736
UGC02953,52.78,265.0,5.54,34.18,138.41,49.62,0.0,0.0,UGC02953_rotmod.dat,113,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,12470.43753,111.67111322987695,70225.0,57754.562470000004,4.311931140606869e-11,7.657054883958648e-12,5.6313180536817935,-10.365328183232554,-11.115938239974762,0.7506100567422085,True,3.5962096859162736e-11,-10.444154993584688,0.07882681035213324,0.7506100567422074
UGC02953,53.98,266.0,4.43,33.56,136.79,49.07,0.0,0.0,UGC02953_rotmod.dat,114,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,12167.531079999999,110.30653235416295,70756.0,58588.46892,4.247954416523259e-11,7.304980127405452e-12,5.815148491077452,-10.371820152180502,-11.136380961190314,0.7645608090098109,True,3.503176004724402e-11,-10.455538042539462,0.08371789035895993,0.7645608090098115
UGC02953,55.18,266.0,4.71,33.14,135.22,48.53,0.0,0.0,UGC02953_rotmod.dat,115,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,11889.09643,109.03713326202225,70756.0,58866.90357,4.1555741102559895e-11,6.982591062078821e-12,5.951335361488022,-10.381368968103171,-11.155983391824527,0.7746144237213567,True,3.4164193679682805e-11,-10.466428824746554,0.08505985664338311,0.7746144237213564
UGC02953,57.59,262.0,5.28,32.72,132.24,47.5,0.0,0.0,UGC02953_rotmod.dat,116,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,11393.6822,106.74119261091286,68644.0,57250.317800000004,3.862824336596961e-11,6.4116008515837645e-12,6.024742378719323,-10.413095041112554,-11.193033522086814,0.7799384809742613,True,3.2587434132270994e-11,-10.486949833645484,0.0738547925329307,0.7799384809742609
UGC02953,59.99,263.0,4.7,31.36,129.47,46.54,0.0,0.0,UGC02953_rotmod.dat,117,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,10880.870169999998,104.31140958687116,69169.0,58288.129830000005,3.7366471523850194e-11,5.8780627934770755e-12,6.356936432410353,-10.427517910180077,-11.23076577880867,0.8032478686285941,True,3.106231484724322e-11,-10.507766182608636,0.08024827242855892,0.8032478686285938
UGC02953,62.39,272.0,5.04,30.52,126.87,45.64,0.0,0.0,UGC02953_rotmod.dat,118,8,16.5,50.0,259517999999.99997,7678000000.0,139970740000.0,0.07295624785580186,3.55,4215.31,264.9,2,10437.57557,102.16445355406155,73984.0,63546.42443,3.8430167486817106e-11,5.421682759940129e-12,7.088236104622522,-10.415327722784104,-11.265865897976154,0.8505381751920504,True,2.9712653913259024e-11,-10.5270585555875,0.11173083280339569,0.8505381751920496
UGC03205,0.28,107.0,30.2,-1.6,13.69,91.46,618.49,5800.33,UGC03205_rotmod.dat,4,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,5946.600169999998,77.11420212905011,11449.0,5502.399830000002,1.3251315030303046e-09,6.882720954836546e-10,1.9253017981197154,-8.877741021193938,-9.162239837627919,0.2844988164339797,True,7.675744229329478e-10,-9.114879505229103,0.23713848403516558,0.284498816433981
UGC03205,0.55,121.0,15.6,-2.32,26.0,143.82,603.26,3274.79,UGC03205_rotmod.dat,5,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,14811.552279999996,121.70272092274682,14641.0,-170.55227999999624,8.626954468500899e-10,8.727449431553902e-10,0.9884851852948394,-9.064142494083482,-9.059112658888544,-0.00502983519493782,True,9.461719716685934e-10,-9.024029921146846,-0.040112572936635615,-0.005029835194937604
UGC03205,0.83,134.0,8.69,-3.04,37.95,161.88,587.86,1870.98,UGC03205_rotmod.dat,6,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,19054.453729999997,138.03787063701031,17956.0,-1098.4537299999974,7.011016014610003e-10,7.439913134922883e-10,0.9423518645265304,-9.154219040868597,-9.128432135051419,-0.025786905817178428,True,8.215581363164312e-10,-9.085361698950678,-0.06885734191791926,-0.025786905817177797
UGC03205,1.39,157.0,12.5,-4.39,60.02,171.18,558.23,849.89,UGC03205_rotmod.dat,7,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,22293.74278,149.31089303865275,24649.0,2355.2572199999995,5.746904223418285e-10,5.197776970188767e-10,1.1056465593616218,-9.240566040657766,-9.284182359443388,0.04361631878562237,True,6.037529570485031e-10,-9.219140729156866,-0.021425311500900435,0.043616318785622
UGC03205,1.65,168.0,11.7,-4.98,69.62,173.79,544.98,599.88,UGC03205_rotmod.dat,8,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,23540.746669999997,153.42994059178932,28224.0,4683.253330000003,5.543500282744106e-10,4.6236584403752973e-10,1.1989424292972097,-9.25621592598432,-9.335014255672977,0.07879832968865798,True,5.475627259690329e-10,-9.26156612309636,0.0053501971120404335,0.07879832968865763
UGC03205,3.04,207.0,8.04,-7.06,115.86,156.1,470.23,10.13,UGC03205_rotmod.dat,9,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,23718.9732,154.00965294422295,42849.0,19130.0268,4.567899729388211e-10,2.528551220837037e-10,1.806528454612867,-9.340283437917057,-9.597128244443311,0.25684480652625497,True,3.383225879464393e-10,-9.470669005779815,0.13038556786275812,0.25684480652625474
UGC03205,3.32,213.0,6.53,-7.33,124.12,149.78,462.95,3.88,UGC03205_rotmod.dat,10,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,23352.992179999997,152.81685829776765,45369.0,22016.007820000003,4.4286420356265486e-10,2.2795751025150667e-10,1.942748905592277,-9.3537294220487,-9.642146095030094,0.2884166729813944,True,3.1261356177963763e-10,-9.504992185375361,0.15126276332666144,0.28841667298139484
UGC03205,3.59,218.0,11.2,-7.54,132.68,144.22,455.55,1.53,UGC03205_rotmod.dat,11,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,23304.72548,152.65885326439474,47524.0,24219.27452,4.2901057089569366e-10,2.1037735844504293e-10,2.0392430728602595,-9.367532006591247,-9.677001002310586,0.3094689957193378,True,2.9426683682039827e-10,-9.531258679108142,0.1637266725168942,0.30946899571933884
UGC03205,3.87,222.0,6.05,-7.69,142.15,138.97,450.84,0.59,UGC03205_rotmod.dat,12,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,23563.03778,153.50256603718387,49284.0,25720.96222,4.127094741627289e-10,1.973193923354499e-10,2.0915809099042244,-9.384355561339772,-9.704830230660573,0.3204746693207996,True,2.8051710696345614e-10,-9.552040648727646,0.16768508738787347,0.3204746693208005
UGC03205,4.15,226.0,5.41,-7.79,153.48,134.27,445.2,0.23,UGC03205_rotmod.dat,13,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,24337.274129999998,156.00408369654943,51076.0,26738.725870000002,3.9885793491002504e-10,1.9005237099285335e-10,2.0986738172554738,-9.39918176363943,-9.721126707998842,0.3219449443594131,True,2.728142276257418e-10,-9.564132984388628,0.16495122074919877,0.32194494435941223
UGC03205,4.43,229.0,5.96,-7.83,164.2,129.95,417.46,0.09,UGC03205_rotmod.dat,14,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,25240.412849999997,158.8723161850421,52441.0,27200.587150000003,3.8363364947573807e-10,1.8464696889685195e-10,2.077660152060469,-9.416083306765431,-9.73365781718807,0.3175745104226366,True,2.670589614021279e-10,-9.573392844310849,0.15730953754541765,0.31757451042263796
UGC03205,4.7,232.0,7.41,-7.81,172.5,126.18,387.64,0.03,UGC03205_rotmod.dat,15,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,25962.103580000003,161.12760030485157,53824.0,27861.896419999997,3.711312861171351e-10,1.790158459414328e-10,2.073175612836839,-9.430472433376057,-9.747108524884142,0.31663609150808636,True,2.6103859735414404e-10,-9.583295272820365,0.1528228394443083,0.31663609150808547
UGC03205,4.97,234.0,6.1,-7.72,178.86,122.67,357.56,0.01,UGC03205_rotmod.dat,16,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,26469.40163,162.69419666970302,54756.0,28286.59837,3.570465005489249e-10,1.7259856862472627e-10,2.0686527321396038,-9.447275219135184,-9.762962810248622,0.3156875911134377,True,2.5414499928192467e-10,-9.594918431330674,0.14764321219549004,0.3156875911134378
UGC03205,5.25,235.0,3.89,-7.58,184.4,119.35,339.44,0.01,UGC03205_rotmod.dat,17,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,26915.319349999998,164.0588898840901,55225.0,28309.680650000002,3.4089911668488586e-10,1.6614592289192603e-10,2.0518054897238294,-9.467374124084623,-9.779510311546051,0.31213618746142957,True,2.471758485455401e-10,-9.606993966252379,0.1396198421677557,0.31213618746142835
UGC03205,5.52,236.0,9.03,-7.35,190.48,116.43,324.46,0.0,UGC03205_rotmod.dat,18,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,27576.45413,166.06159739686956,55696.0,28119.54587,3.269899335233576e-10,1.6190072721162415e-10,2.019694038161679,-9.485465617011124,-9.790751200516013,0.30528558350488927,True,2.425689824835064e-10,-9.615164733549728,0.12969911653860322,0.30528558350488844
UGC03205,5.8,237.0,10.0,-7.05,196.76,113.55,303.79,0.0,UGC03205_rotmod.dat,19,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,28333.068049999994,168.324294295268,56169.0,27835.931950000006,3.1384712398069063e-10,1.5831244852216868e-10,1.9824538557164837,-9.503281846764867,-9.800484934083169,0.2972030873183011,True,2.3866072783715527e-10,-9.622219039253885,0.11893719248901746,0.2972030873183016
UGC03205,6.08,237.0,7.36,-6.7,202.21,110.91,281.08,0.0,UGC03205_rotmod.dat,20,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,29010.27172,170.32401979756114,56169.0,27158.72828,2.993936380078956e-10,1.5463139436073941e-10,1.9361762806680805,-9.523757432474666,-9.810702327924405,0.28694489544974017,True,2.3463722728613016e-10,-9.629603082065726,0.10584564959106046,0.28694489544973933
UGC03205,6.36,237.0,10.2,-6.27,207.12,108.43,256.11,0.0,UGC03205_rotmod.dat,21,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,29639.97973,172.16265486452048,56169.0,26529.02027,2.8621278602012663e-10,1.510324409568157e-10,1.8950417817981415,-9.543310968850344,-9.820929758565697,0.27761878971535164,True,2.3068896294058688e-10,-9.636973183323136,0.09366221447279166,0.27761878971535303
UGC03205,6.63,236.0,10.4,-5.76,210.37,106.22,231.86,0.0,UGC03205_rotmod.dat,22,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,29992.47273,173.1833500368901,55696.0,25703.52727,2.722450125262343e-10,1.46604803111024e-10,1.8569992711634613,-9.565040067686699,-9.833851800974271,0.2688117332875731,True,2.2581097404853774e-10,-9.646254955887963,0.08121488820126466,0.26881173328757235
UGC03205,6.91,236.0,5.83,-5.16,212.88,104.02,209.52,0.0,UGC03205_rotmod.dat,23,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,30206.433879999997,173.7999823935549,55696.0,25489.566120000003,2.612133767075157e-10,1.4166770669504282e-10,1.8438455933348992,-9.583004586656124,-9.848729136361632,0.2657245497055085,True,2.2034344428414958e-10,-9.656899866204991,0.07389527954886788,0.2657245497055083
UGC03205,7.19,235.0,5.43,-4.56,214.54,101.99,188.62,0.0,UGC03205_rotmod.dat,24,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,30274.284269999996,173.9950696715283,55225.0,24950.715730000004,2.489179920160849e-10,1.36456569492305e-10,1.8241554286627568,-9.603943711061548,-9.865005551048853,0.2610618399873039,True,2.1453807665746845e-10,-9.668495617163748,0.0645519061021993,0.26106183998730437
UGC03205,7.27,234.0,8.36,-4.39,214.82,101.43,183.32,0.0,UGC03205_rotmod.dat,25,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,30256.17553,173.94302380377317,54756.0,24499.82447,2.440881853821399e-10,1.3487426002120687e-10,1.8097462432324807,-9.61245324126089,-9.870070925030724,0.2576176837698342,True,2.1276799510896757e-10,-9.672093698712105,0.0596404574512146,0.2576176837698334
UGC03205,7.46,234.0,7.88,-3.95,215.36,100.13,171.57,0.0,UGC03205_rotmod.dat,26,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,30192.57413,173.7601051162205,54756.0,24563.42587,2.378714621619513e-10,1.3116282699131062e-10,1.8135585182050857,-9.62365765787452,-9.882189231424023,0.25853157354950274,True,2.086020835680107e-10,-9.68068135804961,0.05702370017508862,0.2585315735495026
UGC03205,8.02,231.0,8.17,1.42,216.46,96.57,142.56,0.0,UGC03205_rotmod.dat,27,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,29957.517630000002,173.0824012717642,53361.0,23403.482369999998,2.1562496716214563e-10,1.2105449214272877e-10,1.7812223515663834,-9.666300953722013,-9.917019089934756,0.2507181362127431,True,1.971488393145982e-10,-9.705205775429455,0.03890482170744214,0.2507181362127433
UGC03205,8.29,229.0,5.82,3.82,216.57,94.99,129.68,0.0,UGC03205_rotmod.dat,28,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,29782.04492,172.57475168749338,52441.0,22658.95508,2.0500567758474305e-10,1.164258556984774e-10,1.7608260326269096,-9.688234111092635,-9.933950561436792,0.24571645034415648,True,1.918473655521109e-10,-9.717044160156238,0.02881004906360296,0.24571645034415646
UGC03205,8.56,228.0,7.21,5.49,216.49,93.48,117.85,0.0,UGC03205_rotmod.dat,29,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,29581.05743,171.991445804726,51984.0,22402.94257,1.968091946056961e-10,1.1199261481192566e-10,1.7573408294485027,-9.705954615898383,-9.950810615295694,0.24485599939730981,True,1.8673287633521452e-10,-9.728779213095399,0.02282459719701535,0.24485599939731095
UGC03205,8.84,226.0,18.2,7.01,215.92,91.98,106.56,0.0,UGC03205_rotmod.dat,30,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,29282.08758,171.12009694948165,51076.0,21793.91242,1.8724665496341674e-10,1.0734930201466071e-10,1.7442745453328092,-9.727585931940409,-9.969200775001992,0.24161484306158265,True,1.813346404383321e-10,-9.741519224508014,0.013933292567605449,0.24161484306158343
UGC03205,9.12,224.0,9.11,8.51,215.26,90.56,96.24,0.0,UGC03205_rotmod.dat,31,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,28981.63342,170.23992898259797,50176.0,21194.36658,1.782997166964479e-10,1.0298583044057532e-10,1.7313033835206102,-9.74884934688223,-9.987222524661721,0.23837317777949166,True,1.762203297015564e-10,-9.753943990544284,0.005094643662054921,0.23837317777949174
UGC03205,9.69,221.0,5.56,11.96,213.03,87.86,78.11,0.0,UGC03205_rotmod.dat,32,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,28237.497769999998,168.0401671327424,48841.0,20603.502230000002,1.633466473433976e-10,9.44391103805443e-11,1.7296504243336153,-9.786889774902683,-10.024848112642022,0.23795833773934025,True,1.660748717017402e-10,-9.779696074392948,-0.0071937005097346685,0.2379583377393395
UGC03205,12.11,216.0,3.21,24.01,197.34,78.59,33.45,0.0,UGC03205_rotmod.dat,33,8,50.0,67.0,113642000000.0,9677000000.0,69691410000.0,0.1846771359626674,3.19,3915.89,219.6,1,24371.48957,156.11370718165654,46656.0,22284.51043,1.2485697648911338e-10,6.522098980294413e-11,1.914368010457229,-9.903587186063328,-10.185612614565711,0.28202542850238255,True,1.297148523113949e-10,-9.887010294481911,-0.016576891581417286,0.2820254285023829
