Galaxy,r_kpc,Vobs_kms,e_Vobs_kms,Vgas_kms,Vdisk_kms,Vbul_kms,SBdisk,SBbul,source_file,line_no,n_columns,D_Mpc,Inc_deg,L36_Lsun,MHI_Msun,Mbar_Msun,gas_fraction,Rdisk_kpc,SBdisk_Lsun_pc2,Vflat_kms,Q,Vbar2_kms2,Vbar_kms,Vobs2_kms2,C_kms2,g_obs_m_s2,g_bar_m_s2,D_DM,log_g_obs,log_g_bar,log_D_DM,valid_acceleration,g_rar_pred_m_s2,log_g_rar_pred,rar_residual_dex,baryon_only_residual_dex,F_disk_kernel_lam_0p25,log_F_disk_kernel_lam_0p25,F_disk_kernel_lam_0p5,log_F_disk_kernel_lam_0p5,F_disk_kernel_lam_0p75,log_F_disk_kernel_lam_0p75,F_disk_kernel_lam_1p0,log_F_disk_kernel_lam_1p0,F_disk_kernel_lam_1p5,log_F_disk_kernel_lam_1p5
NGC1003,21.16,106.0,3.8,29.0,37.75,0.0,0.0,0.0,NGC1003_rotmod.dat,28,8,11.4,67.0,6820000000.0,5880000000.0,11230400000.0,0.6963598803248326,1.61,1345.33,109.8,1,1553.53125,39.41486077610829,11236.0,9682.46875,1.7208599289318e-11,2.3793250947564344e-12,7.23255486492467,-10.764254478055745,-11.62354621487195,0.8592917368162055,True,1.9043486356104122e-11,-10.720253540898325,-0.044000937157420594,0.8592917368162052,0.05962278127759144,-1.224587768904909,0.5753051223080645,-0.2401017591567995,1.5046541077123075,0.1774366750947396,2.525090891408002,0.402277015296861,4.319242886482489,0.6354076266668872
NGC1003,21.93,106.0,4.0,27.91,37.04,0.0,0.0,0.0,NGC1003_rotmod.dat,29,8,11.4,67.0,6820000000.0,5880000000.0,11230400000.0,0.6963598803248326,1.61,1345.33,109.8,1,1464.9488999999999,38.27465088018439,11236.0,9771.0511,1.66043757848595e-11,2.164877362158825e-12,7.669892103403746,-10.77977744637012,-11.664566700902418,0.8847892545322975,True,1.8110414037852007e-11,-10.74207162079036,-0.03770582557975999,0.8847892545322971,0.05138196005739326,-1.289189332808602,0.5378387895275283,-0.26934787918548087,1.44327131920324,0.1593479813752017,2.4514852460915786,0.38942928385170744,4.240698058329016,0.6274373513868965
NGC1003,22.8,108.0,3.4,27.03,36.29,0.0,0.0,0.0,NGC1003_rotmod.dat,30,8,11.4,67.0,6820000000.0,5880000000.0,11230400000.0,0.6963598803248326,1.61,1345.33,109.8,1,1389.10295,37.270671445521344,11664.0,10274.89705,1.6579144575473277e-11,1.9744631891517854e-12,8.396785853777073,-10.780437881248693,-11.704550958608763,0.9241130773600698,True,1.724718831666822e-11,-10.763281694682524,-0.017156186566168685,0.9241130773600705,0.04393682573709797,-1.3571713223508568,0.5017034186090402,-0.2995529396778821,1.3830851284706789,0.14084891162577756,2.3788680967288007,0.3763703619822177,4.16288805674568,0.6193947325319138
NGC1003,23.67,109.0,3.2,25.65,35.58,0.0,0.0,0.0,NGC1003_rotmod.dat,31,8,11.4,67.0,6820000000.0,5880000000.0,11230400000.0,0.6963598803248326,1.61,1345.33,109.8,1,1290.8907,35.92896742184501,11881.0,10590.1093,1.6266877371309043e-11,1.7674236778607263e-12,9.203722669936347,-10.788695807269974,-11.752659331137624,0.9639635238676502,True,1.6265583876563232e-11,-10.7887303424763,3.453520632668017e-05,0.9639635238676494,0.03796680798444778,-1.4205959141326172,0.4709150677083649,-0.327057413362955,1.3310809661462852,0.1242044732666286,2.315826314523627,0.36470598447140484,4.095167351330413,0.6122716541487614
NGC1003,24.44,110.0,3.3,26.24,34.99,0.0,0.0,0.0,NGC1003_rotmod.dat,32,8,11.4,67.0,6820000000.0,5880000000.0,11230400000.0,0.6963598803248326,1.61,1345.33,109.8,1,1300.6876499999998,36.065047483678704,12100.0,10799.31235,1.6044774714515883e-11,1.7247306048101714e-12,9.30277149936805,-10.794666376476204,-11.763278730144973,0.9686123536687685,True,1.605691887580705e-11,-10.79433778680396,-0.00032858967224491664,0.9686123536687692,0.033707136851545,-1.4722781357134946,0.4477438666701374,-0.34897035453433867,1.2914997395458008,0.11109432292603524,2.267682012954454,0.35558215529083237,4.043382980840693,0.6067448787535333
NGC1003,25.31,110.0,2.7,25.85,34.35,0.0,0.0,0.0,NGC1003_rotmod.dat,33,8,11.4,67.0,6820000000.0,5880000000.0,11230400000.0,0.6963598803248326,1.61,1345.33,109.8,1,1258.1837500000001,35.47088594890182,12100.0,10841.81625,1.549325539402482e-11,1.6110216670547009e-12,9.617037257077909,-10.809857320063943,-11.792898618600635,0.9830412985366921,True,1.5489607551892254e-11,-10.80995958548203,0.00010226541808755485,0.9830412985366923,0.02981896379551359,-1.5255074522884404,0.42561475856640363,-0.37098332090845,1.2533876250765879,0.09808540251690993,2.22123965812871,0.3465954187860807,3.9934391497676094,0.6013470712346254
NGC1003,26.08,110.0,2.4,25.26,33.82,0.0,0.0,0.0,NGC1003_rotmod.dat,34,8,11.4,67.0,6820000000.0,5880000000.0,11230400000.0,0.6963598803248326,1.61,1345.33,109.8,1,1209.9638,34.78453391954534,12100.0,10890.0362,1.503582415731473e-11,1.5035374325220113e-12,10.000299182504465,-10.82287276196557,-11.822885755102282,1.000012993136712,True,1.4936613413412758e-11,-10.825747859186594,0.002875097221023637,1.0000129931367123,0.02704744876131881,-1.5678736932611048,0.40924198669552986,-0.38801981568629573,1.2250443350948355,0.08815180636473227,2.186691126870296,0.33978744267675176,3.9563481986132625,0.5972945069093871
NGC1003,26.95,113.0,2.5,26.83,33.25,0.0,0.0,0.0,NGC1003_rotmod.dat,35,8,11.4,67.0,6820000000.0,5880000000.0,11230400000.0,0.6963598803248326,1.61,1345.33,109.8,1,1272.63015,35.67394217072175,12769.0,11496.36985,1.535492049978297e-11,1.530357489143776e-12,10.033551381758478,-10.813752427778056,-11.81520710681159,1.0014546790335341,True,1.507621778887896e-11,-10.821707597421346,0.00795516964329046,1.0014546790335341,0.02454593172882527,-1.6100204780474086,0.3940548493109993,-0.4044433236180901,1.198710355265738,0.07871425707211831,2.1546359606260292,0.3333739038950887,3.922044853149189,0.593512556023199
NGC1003,27.73,114.0,2.2,30.76,32.76,0.0,0.0,0.0,NGC1003_rotmod.dat,36,8,11.4,67.0,6820000000.0,5880000000.0,11230400000.0,0.6963598803248326,1.61,1345.33,109.8,1,1482.7864,38.50696560364111,12996.0,11513.2136,1.5188304235708248e-11,1.732918664186717e-12,8.764579982659678,-10.818490712127055,-11.761221820738967,0.9427311086119127,True,1.6097115519975514e-11,-10.793251939246998,-0.025238772880056715,0.9427311086119126,0.022788915945787788,-1.642276333440075,0.3832099394542541,-0.4165632349949704,1.179945451259996,0.07186193038716943,2.131866610742614,0.32876002773224816,3.89779739435803,0.590819260949093
NGC1003,28.6,112.0,1.7,31.75,32.24,0.0,0.0,0.0,NGC1003_rotmod.dat,37,8,11.4,67.0,6820000000.0,5880000000.0,11230400000.0,0.6963598803248326,1.61,1345.33,109.8,1,1527.7713,39.086715134428985,12544.0,11016.2287,1.4214103289087453e-11,1.731178177638984e-12,8.21065299498688,-10.847280533010817,-11.761658231036732,0.9143776980259137,True,1.6088578265130385e-11,-10.79348233246341,-0.053798200547406694,0.9143776980259144,0.021314058358813226,-1.6713338494397803,0.3740795156253074,-0.4270360728615825,1.164246535557616,0.06604495427885192,2.1129133855637035,0.3248816944291595,3.8777450035780086,0.588579246934516
NGC1003,29.47,113.0,1.8,34.6,31.75,0.0,0.0,0.0,NGC1003_rotmod.dat,38,8,11.4,67.0,6820000000.0,5880000000.0,11230400000.0,0.6963598803248326,1.61,1345.33,109.8,1,1701.19125,41.245499754518676,12769.0,11067.80875,1.4041910670822905e-11,1.870778883740744e-12,7.505916809764921,-10.852573794105224,-11.727977540798294,0.87540374669307,True,1.6761640415603427e-11,-10.77568348042042,-0.07689031368480315,0.8754037466930704,0.020293842456135004,-1.6926357154356377,0.36786278651645143,-0.4343141437480925,1.1536877475823335,0.06208828035172713,2.100264963911076,0.32227408764133114,3.8644838695000856,0.5870914988763329
NGC1003,30.24,115.0,1.6,37.45,31.33,0.0,0.0,0.0,NGC1003_rotmod.dat,39,8,11.4,67.0,6820000000.0,5880000000.0,11230400000.0,0.6963598803248326,1.61,1345.33,109.8,1,1893.2869500000002,43.51191733307095,13225.0,11331.71305,1.4173050959954275e-11,2.0290096350976484e-12,6.985206336524953,-10.848536651344084,-11.69271589064048,0.8441792392963967,True,1.7498089843969118e-11,-10.757009357913798,-0.09152729343028554,0.8441792392963965,0.019810372764882792,-1.7031073524166007,0.36501982921435844,-0.4376835424354101,1.1489406268857358,0.06029758649321504,2.0946329676531796,0.3211079346590957,3.8586405454857347,0.5864343234319707
NGC1090,0.35,20.9,9.81,-0.82,48.76,0.0,1540.43,0.0,NGC1090_rotmod.dat,4,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,1188.0964,34.4687742746968,436.80999999999995,-751.2864,4.0445851469205526e-11,1.1001023448524025e-10,0.36765535187212084,-10.393126017350307,-9.958566909626276,-0.43455910772402984,True,1.844335486457926e-10,-9.734160077498688,-0.658965939851619,-0.4345591077240307,1529.3273183461847,3.184500446392176,1399.6430931253512,3.1460173053587672,1161.1911536588289,3.064903718572149,918.647038668769,2.963148679391568,606.6482881079237,2.7829369764068135
NGC1090,1.07,61.7,8.19,-2.5,98.26,0.0,772.11,0.0,NGC1090_rotmod.dat,5,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,4821.263800000001,69.43532098291186,3806.8900000000003,-1014.3738000000003,1.1530177821675568e-10,1.4602478385035364e-10,0.7896041697614637,-9.938163994840865,-9.835573427941672,-0.10259056689919348,True,2.251702152146415e-10,-9.647489057086288,-0.2906749377545772,-0.10259056689919355,735.7422816362542,2.866725714794256,676.394153615196,2.830199845135591,570.3189878933485,2.7561178309924843,475.02602660799016,2.676717405209238,360.16256329459804,2.5564985685625365
NGC1090,1.6,81.3,4.32,-3.73,114.22,0.0,533.24,0.0,NGC1090_rotmod.dat,6,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,6509.1912999999995,80.67955936914876,6609.69,100.4987000000001,1.3387841538529704e-10,1.318428272254465e-10,1.0154395062870563,-9.873289436689927,-9.879943492576226,0.006654055886299368,True,2.0936685614687708e-10,-9.679092068272256,-0.19419736841767055,0.006654055886299304,561.363324906936,2.7492440358174295,511.5018062766833,2.7088471716837828,424.47567390042605,2.6278528064915636,359.6442108666429,2.55587307392665,287.678607517438,2.458907567894638
NGC1090,3.7,124.0,3.41,-7.4,144.04,0.0,300.12,0.0,NGC1090_rotmod.dat,7,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,10319.000799999998,101.58248274185858,15376.0,5056.999200000002,1.3467627663377448e-10,9.038271373081033e-11,1.4900667514242276,-9.870708898964663,-10.043914623166101,0.17320572420143865,True,1.6119428729649114e-10,-9.792650353595278,-0.07805854536938561,0.17320572420143776,258.9467086138979,2.413210395215251,209.10187344456864,2.3203579238888983,184.7382800422337,2.266556895919708,173.4531770523615,2.239182258998908,164.49816678299277,2.216161062404737
NGC1090,5.09,156.0,7.02,-9.39,154.24,0.0,183.64,0.0,NGC1090_rotmod.dat,8,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,11806.816700000001,108.65917678686877,24336.0,12529.183299999999,1.5494617836526145e-10,7.51734519363966e-11,2.0611821643678097,-9.809819130849974,-10.123935506658148,0.31411637580817425,True,1.4244850558421357e-10,-9.846342102548999,0.036522971699024964,0.3141163758081742,171.756810769519,2.2349139673966456,142.4545390942326,2.1536762919199774,131.88507535062166,2.120195651804115,129.61494840652443,2.112655091319241,131.63136772596303,2.1193593938904587
NGC1090,6.61,166.0,6.34,-10.89,166.19,0.0,152.68,0.0,NGC1090_rotmod.dat,9,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,13690.96595,117.00840119410229,27556.0,13865.03405,1.35102744477956e-10,6.71246579474251e-11,2.012714084647914,-9.86933582862767,-10.173117914356437,0.3037820857287687,True,1.3218426650950401e-10,-9.878820234523156,0.009484405895486603,0.3037820857287681,122.38772657854369,2.087737867593267,102.72778717552035,2.011687933224516,99.09882323967082,1.9960684974363168,101.2635058856088,2.005452959199516,109.01254610373562,2.037476483170604
NGC1090,8.17,165.0,12.1,-5.79,171.87,0.0,89.5,0.0,NGC1090_rotmod.dat,10,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,14736.12435,121.39243942684405,27225.0,12488.87565,1.0799292063050533e-10,5.845352093042451e-11,1.8475006964772251,-9.966604713326742,-10.233189324115477,0.2665846107887354,True,1.207878941775802e-10,-9.917976590179538,-0.04862812314720344,0.2665846107887351,82.63841560892111,1.917181982048605,75.25658109143296,1.8765444844216368,76.65970341335824,1.8845671346914734,81.58151833614924,1.9115917838307335,92.78792597969742,1.9674914673660202
NGC1090,9.11,174.0,4.84,9.64,169.05,0.0,67.81,0.0,NGC1090_rotmod.dat,11,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,14381.880850000001,119.92447977790023,30276.0,15894.119149999999,1.0770343992010714e-10,5.116191174746051e-11,2.1051488547132555,-9.967770425629936,-10.291053235775466,0.3232828101455289,True,1.1087019056015386e-10,-9.955185206019191,-0.012585219610745213,0.32328281014553006,67.99515555742256,1.832477971682322,63.878831578932505,1.805356963767902,66.98041960898513,1.825947863915941,72.87035583636522,1.8625508902520136,85.36642467374921,1.9312870926319652
NGC1090,10.37,164.0,5.86,17.85,166.21,0.0,59.0,0.0,NGC1090_rotmod.dat,12,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,14131.504550000001,118.87600493791841,26896.0,12764.495449999999,8.405400170578174e-11,4.4163054266469453e-11,1.9032651410072254,-10.075441605515783,-10.354940898929108,0.27949929341332386,True,1.0099118268139626e-10,-9.995716541860668,-0.07972506365511478,0.27949929341332513,53.65145873278646,1.7295815345216763,52.14112226301336,1.7171803744999106,56.81181046289611,1.7544386294729453,63.599349762667885,1.8034526754608533,77.32110878233824,1.8882980731707741
NGC1090,11.28,176.0,7.35,22.68,167.76,0.0,48.87,0.0,NGC1090_rotmod.dat,13,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,14586.091199999999,120.77289099793877,30976.0,16389.9088,8.899501708318144e-11,4.1906296343002404e-11,2.123666962948922,-10.050634309241163,-10.377720720193906,0.32708641095274454,True,9.771598310089505e-11,-10.010034394266876,-0.04059991497428683,0.3270864109527434,44.812015727959796,1.6513944797273852,45.17960445964826,1.6549424244209072,50.79826357975105,1.7058488671929524,58.09748785453304,1.764157353827483,72.50216105866818,1.8603509517001955
NGC1090,13.62,174.0,3.28,31.86,164.88,0.0,24.37,0.0,NGC1090_rotmod.dat,14,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,14607.7668,120.8625947098605,30276.0,15668.2332,7.203952552659148e-11,3.4758111681698225e-11,2.0725960658134275,-10.142429156233705,-10.45894382567834,0.3165146694446347,True,8.698809108875443e-11,-10.060540199432555,-0.0818889568011496,0.3165146694446346,25.33470146523284,1.403715791091031,31.08085733380261,1.4924929898651806,38.658668911922106,1.5872468964033648,46.934354392629885,1.6714908482880209,62.614041594915456,1.7966717374174466
NGC1090,15.04,168.0,2.23,35.59,159.31,0.0,14.96,0.0,NGC1090_rotmod.dat,15,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,13956.48615,118.13757298167252,28224.0,14267.51385,6.081632624021129e-11,3.007306600288373e-11,2.022285530659879,-10.215979818026035,-10.521822292542824,0.30584247451678737,True,7.960077088520363e-11,-10.099082726363223,-0.11689709166281226,0.3058424745167887,17.955299376597214,1.254192650705214,25.147079169325977,1.4004875490615463,33.29464491593872,1.522374387546006,41.86634884672383,1.6218650878350662,57.99282517363515,1.7633742663173395
NGC1090,16.37,166.0,2.23,38.11,153.0,0.0,8.69,0.0,NGC1090_rotmod.dat,16,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,13156.8721,114.7034092780158,27556.0,14399.1279,5.455278808792237e-11,2.6046743198258026e-11,2.0944187790652764,-10.26318304855397,-10.58424657176746,0.3210635232134902,True,7.29631495836181e-11,-10.136896427184267,-0.1262866213697027,0.32106352321349085,13.179419939785658,1.1198962962599686,20.93362398545829,1.320844419005004,29.3367417767467,1.467411878186358,38.05213895020283,1.5803790739360657,54.44482832614305,1.7359566327402927
NGC1090,17.59,167.0,4.59,40.13,146.12,0.0,5.36,0.0,NGC1090_rotmod.dat,17,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,12285.9441,110.84197805885638,27889.0,15603.0559,5.138265696606816e-11,2.263560727149016e-11,2.2699924216650147,-10.289183442384433,-10.64520784969449,0.35602440731005663,True,6.707867302288069e-11,-10.17341553736799,-0.11576790501644219,0.35602440731005736,10.119880605872675,1.0051753887373234,17.9620054593259,1.2543548240515383,26.437967978970992,1.4222280722419907,35.20563910366853,1.5466122326672624,51.74858911081862,1.7138985135542895
NGC1090,18.8,167.0,5.3,41.74,140.2,0.0,3.94,0.0,NGC1090_rotmod.dat,18,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,11570.247599999999,107.565085413437,27889.0,16318.752400000001,4.8075581703890375e-11,1.9945009997778385e-11,2.4104064981288738,-10.318075452190651,-10.700165741656528,0.3820902894658768,True,6.222835497842465e-11,-10.20601167954318,-0.11206377264747225,0.38209028946587686,7.964295994843856,0.9011473923069735,15.66573355944716,1.1949507358510494,24.118873982700002,1.382357028405301,32.88983050627945,1.517061635404904,49.52048813926663,1.694784917012567
NGC1090,20.13,165.0,3.48,42.85,134.43,0.0,2.74,0.0,NGC1090_rotmod.dat,19,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,10871.83495,104.26809171553874,27225.0,16353.16505,4.383021170150166e-11,1.7502840310093102e-11,2.5041770892594353,-10.358226431682981,-10.756891469547535,0.3986650378645538,True,5.763027474256359e-11,-10.239349309988402,-0.1188771216945792,0.39866503786455354,6.2416148091830985,0.7952969633988349,13.681808613154782,1.1361435110386748,22.054587370128317,1.3434989367663088,30.79923066818291,1.488539868424606,47.48351543635776,1.676542864412597
NGC1090,21.35,165.0,3.12,43.55,129.7,0.0,2.05,0.0,NGC1090_rotmod.dat,20,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,10307.647499999997,101.52658518831409,27225.0,16917.3525,4.132562817570156e-11,1.5646281283790618e-11,2.641242824805564,-10.383780536155369,-10.805588866413908,0.42180833025854003,True,5.3984276103630335e-11,-10.267732717877712,-0.1160478182776572,0.42180833025853914,5.08137599781733,0.705981331839176,12.243114279163558,1.087891903285182,20.517766408156366,1.3121300811273835,29.224356192396534,1.4657449525055848,45.93372543902767,1.6621316701512017
NGC1090,22.57,165.0,2.39,44.16,125.69,0.0,1.61,0.0,NGC1090_rotmod.dat,21,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,9849.093649999999,99.24259997601835,27225.0,17375.90635,3.9091810436474454e-11,1.4142108427433761e-11,2.7642137406217078,-10.407914215872088,-10.8494858373469,0.4415716214748132,True,5.091662098308244e-11,-10.29314042546407,-0.11477379040801772,0.44157162147481266,4.209388912725342,0.6242190528204181,11.095831952231219,1.0451598706705514,19.267066228738692,1.284815590230472,27.93160292725411,1.4460958595279296,44.65307106844935,1.649851333374957
NGC1090,23.89,165.0,2.23,45.07,121.68,0.0,1.08,0.0,NGC1090_rotmod.dat,22,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,9434.3161,97.1304077001636,27225.0,17790.6839,3.693186109465167e-11,1.279804781370931e-11,2.885741765637892,-10.432598806544204,-10.892856271632835,0.4602574650886309,True,4.8074497428245135e-11,-10.318085247188927,-0.1145135593552773,0.4602574650886311,3.488369689551389,0.5426225042491485,10.105827106325753,1.0045718639189363,18.172396809678915,1.2594122114340476,26.79411282661215,1.4280393817981616,43.522640031953316,1.6387152312796098
NGC1090,25.11,163.0,2.23,46.68,118.15,0.0,0.76,0.0,NGC1090_rotmod.dat,23,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,9158.73365,95.7012729800393,26569.0,17410.266349999998,3.4290826340600293e-11,1.1820563253865869e-11,2.9009469011035165,-10.464822049127145,-10.927361828681693,0.46253977955454734,True,4.5938451962312194e-11,-10.337823643785162,-0.1269984053419826,0.4625397795545485,2.9821121133461146,0.47452396684745624,9.383495522867928,0.9723646511189795,17.365772927133758,1.2396941179386731,25.953682176507094,1.4141989820493515,42.68714787241722,1.6302971385319767
NGC1090,26.33,162.0,2.23,48.39,114.89,0.0,0.54,0.0,NGC1090_rotmod.dat,24,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,8941.44815,94.55923090846287,26244.0,17302.55185,3.230194138707859e-11,1.1005415868651967e-11,2.9350950270846234,-10.490771375242945,-10.958393541838639,0.46762216659569406,True,4.410660988181226e-11,-10.355496321641288,-0.13527505360165648,0.4676221665956941,2.599854187165746,0.41494899124578516,8.824521818524868,0.945691181232378,16.739113948412964,1.2237324657540598,25.30099221371101,1.4031375529738426,42.03998424029172,1.6236625445504096
NGC1090,27.65,162.0,2.23,50.01,111.67,0.0,0.37,0.0,NGC1090_rotmod.dat,25,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,8736.09455,93.46707735882191,26244.0,17507.90545,3.0759859555941383e-11,1.0239332473152909e-11,3.0040883657789625,-10.512015651777594,-10.98972835514493,0.4777127033673363,True,4.233810401358329e-11,-10.373268594471435,-0.13874705730615844,0.4777127033673363,2.294220346617637,0.36063512704585354,8.37553354961997,0.9230124826073929,16.23775305652333,1.2105259323764077,24.781090892279956,1.3941204206062054,41.527859124693606,1.6183395426124616
NGC1090,28.87,162.0,2.23,51.42,108.99,0.0,0.26,0.0,NGC1090_rotmod.dat,26,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,8583.426449999999,92.64678326849777,26244.0,17660.57355,2.9459997115406274e-11,9.635258285981631e-12,3.0575202284164735,-10.530767300017597,-11.016136639008206,0.48536933899060963,True,4.090803252247818e-11,-10.388191407452945,-0.1425758925646523,0.4853693389906084,2.0984440632025136,0.32189739700890396,8.09448697910581,0.908189328789974,15.928060939159932,1.2021629085895604,24.462753509057464,1.3885053393104845,41.21759524118902,1.6150826501324886
NGC1090,30.09,160.0,2.23,52.53,106.1,0.0,0.0,0.0,NGC1090_rotmod.dat,27,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,8388.0059,91.5860573449911,25600.0,17211.9941,2.7571934134189346e-11,9.034122898124672e-12,3.051976870927094,-10.559532767650369,-11.044114005692453,0.48458123804208386,True,3.9450512866768244e-11,-10.403947346478398,-0.1555854211719705,0.4845812380420842,1.9870813577436983,0.298215648939613,7.9470117789711825,0.9002038567237509,15.769852452946731,1.1978276299699413,24.302431461783087,1.3856497269978427,41.063678476199954,1.6134578507910167
NGC1705,0.22,50.2,7.5,5.62,33.24,0.0,512.85,0.0,NGC1705_rotmod.dat,4,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,584.0332000000001,24.16677885031433,2520.0400000000004,1936.0068000000003,3.7122242911688084e-10,8.603284995035996e-11,4.314891687664331,-9.430365791754307,-10.06533569028987,0.6349698985355645,True,1.5590883069501244e-10,-9.807129285622562,0.37676349386825514,0.6349698985355641,506.5401660328122,2.704613888382946,431.15603845383407,2.6346344728878073,320.5180428552762,2.505852482191583,238.8608273712487,2.378144932288873,155.43033933970602,2.191535795171237
NGC1705,0.66,62.2,7.51,13.36,44.88,0.0,84.05,0.0,NGC1705_rotmod.dat,5,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,1185.5968000000003,34.432496278951376,3868.84,2683.2432,1.8997055372990812e-10,5.82160235616896e-11,3.2632004404870183,-9.72131371138237,-10.234957462315172,0.5136437509328027,True,1.2047007057714583e-10,-9.91912083522757,0.19780712384519994,0.5136437509328022,78.59995036910219,1.895422271809995,74.58203876543399,1.8726342510080698,69.6661878037387,1.8430220462013156,65.29601691674706,1.8148866899452603,59.556992452289045,1.7749327583488748
NGC1705,1.11,72.4,5.35,17.38,43.65,0.0,25.33,0.0,NGC1705_rotmod.dat,6,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,1254.7256499999999,35.42210679787412,5241.760000000001,3987.0343500000013,1.5303952475889993e-10,3.6633233337428995e-11,4.177614445038244,-9.815196391614503,-10.436124747766474,0.6209283561519721,True,8.985972491422679e-11,-10.046434915237944,0.23123852362344088,0.6209283561519712,24.74398868734792,1.3934697084409884,26.7618732905934,1.4275165101157061,30.14546364241434,1.4792219677765468,32.86579003758976,1.5167440764411795,36.345689702731676,1.5604529145262043
NGC1705,1.55,73.2,3.31,17.38,39.37,0.0,8.23,0.0,NGC1705_rotmod.dat,7,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,1077.0628499999998,32.81863571204629,5358.240000000001,4281.177150000001,1.1203144012820886e-10,2.2519503081999497e-11,4.974862887527873,-9.950660081275647,-10.647441196908018,0.6967811156323717,True,6.687348028957157e-11,-10.174746074269443,0.22408599299379617,0.6967811156323709,9.440329221067676,0.9749871401031404,12.675858097385534,1.1029773687426727,16.95181284261653,1.2292161488780813,20.777870910115055,1.3176010437331402,26.365834839345407,1.421041527246502
NGC1705,2.0,72.9,3.21,17.17,35.3,0.0,3.0,0.0,NGC1705_rotmod.dat,8,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,917.8538999999998,30.29610370988322,5314.410000000001,4396.556100000001,8.611414931808014e-11,1.4872809549278696e-11,5.790039133679119,-10.06492548425017,-10.827606983294267,0.7626814990440964,True,5.242066838741212e-11,-10.280497445901545,0.21557196165137604,0.7626814990440973,3.9814293375032173,0.6000390122625104,6.897536733863592,0.838694022057606,10.844037055346817,1.0351909929461787,14.679703642334971,1.166717288018896,20.789912042091263,1.31785265192333
NGC1705,2.45,72.6,2.73,16.22,31.81,0.0,0.83,0.0,NGC1705_rotmod.dat,9,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,769.02645,27.731326149320733,5270.759999999999,4501.733549999999,6.971987692910931e-11,1.0172428539571109e-11,6.853808474337914,-10.156643388186483,-10.992575352345058,0.8359319641585747,True,4.218132521072266e-11,-10.374879780152167,0.218236391965684,0.8359319641585756,1.7692386952638979,0.2477864293160443,4.171121505157864,0.6202528410687977,7.6244302323048165,0.8822073947451823,11.228789248594312,1.0503329307047338,17.374431003982743,1.2399105907656442
