selection_mode,sample,kernel_variant,outer_fold,n_train_rows,n_test_rows,n_train_galaxies,n_test_galaxies,selected_lambda,selected_kernel_feature,selected_global_model,selected_global_features,selected_ridge_alpha,kernel_stage_inner_rmse,global_stage_inner_rmse,coef_kernel_standardized,coef_radius_standardized,coef_local_disk_standardized,intercept_standardized,elapsed_seconds
fully_reselected,Q1,current_abs_self_uniform,0,1486,373,79,20,0.25,log_F__current_abs_self_uniform__lam_0p25,plus_Mgas_Rdisk,"log_Mgas_Msun,log_Rdisk_kpc",0.0001,0.33118066068158386,0.31538062917231674,0.3403639100238901,-0.10458905078796368,0.03328818051657541,-10.359020840277502,0.2186896800994873
fully_reselected,Q1,current_abs_self_uniform,1,1492,367,80,19,0.25,log_F__current_abs_self_uniform__lam_0p25,plus_Mbar_Rdisk,"log_Mbar_Msun,log_Rdisk_kpc",75.43120063354607,0.3190193772492416,0.31685945075802785,0.19785595493766872,-0.022291320948797277,0.10985128011034703,-10.416822613166026,0.1864771842956543
fully_reselected,Q1,current_abs_self_uniform,2,1485,374,79,20,0.25,log_F__current_abs_self_uniform__lam_0p25,plus_Mgas_Rdisk,"log_Mgas_Msun,log_Rdisk_kpc",0.5689866029018293,0.3094464243006556,0.2995128852195587,0.2945887527296145,-0.06478277694706182,0.08610117370736844,-10.355068295013403,0.10754799842834473
fully_reselected,Q1,current_abs_self_uniform,3,1486,373,79,20,0.25,log_F__current_abs_self_uniform__lam_0p25,plus_Mgas_Rdisk,"log_Mgas_Msun,log_Rdisk_kpc",11.513953993264458,0.3144662380847045,0.30979862442793044,0.2750280557384608,-0.059475913779531674,0.09130500797064879,-10.377569458903071,0.12299561500549316
fully_reselected,Q1,current_abs_self_uniform,4,1487,372,79,20,0.25,log_F__current_abs_self_uniform__lam_0p25,plus_Mgas_Rdisk,"log_Mgas_Msun,log_Rdisk_kpc",3.727593720314938,0.3247154554255822,0.31208210051533,0.29380935764748833,-0.06552213033368791,0.07174598549883575,-10.397485011363694,0.16123247146606445
fully_reselected,Q1,abs_leave_one_out,0,1486,373,79,20,0.25,log_F__abs_leave_one_out__lam_0p25,plus_Mgas_Rdisk,"log_Mgas_Msun,log_Rdisk_kpc",0.0001,0.333259948982787,0.3199399524773091,0.3070617511426357,-0.04867079511610381,0.07265826740207035,-10.359020840277502,0.2618379592895508
fully_reselected,Q1,abs_leave_one_out,1,1492,367,80,19,0.25,log_F__abs_leave_one_out__lam_0p25,plus_Mbar_Rdisk,"log_Mbar_Msun,log_Rdisk_kpc",75.43120063354607,0.32105398668603496,0.3190437254751498,0.17886653947304154,0.005037224624387868,0.12615823427520254,-10.416822613166026,0.12084674835205078
fully_reselected,Q1,abs_leave_one_out,2,1485,374,79,20,0.25,log_F__abs_leave_one_out__lam_0p25,plus_Mgas_Rdisk,"log_Mgas_Msun,log_Rdisk_kpc",7.9060432109076855,0.31126117302721334,0.3025967830411898,0.26111398376261047,-0.011552254255273916,0.12368052351225468,-10.355068295013403,0.11937379837036133
fully_reselected,Q1,abs_leave_one_out,3,1486,373,79,20,0.25,log_F__abs_leave_one_out__lam_0p25,plus_Mgas_Rdisk,"log_Mgas_Msun,log_Rdisk_kpc",11.513953993264458,0.31563777407487914,0.3105625896405501,0.26428554355518524,-0.029723972246299277,0.10803371419333288,-10.377569458903071,0.12015032768249512
fully_reselected,Q1,abs_leave_one_out,4,1487,372,79,20,0.25,log_F__abs_leave_one_out__lam_0p25,plus_Mgas_Rdisk,"log_Mgas_Msun,log_Rdisk_kpc",11.513953993264458,0.326575022103496,0.31685529226682563,0.24979273350203807,-0.005544537073666242,0.1177352150687002,-10.397485011363694,0.14641976356506348
